Icd;lab_pat;DescrIntervento;CodInterv;Filler
7483;ALTRE ANOMALIE DELLA LARINGE, TRACHEA E BRONCHI;TRACHEOSTOMIA TEMPORANEA;311;
7484;CISTI CONGENITA POLMONARE;ALTRA ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO DEL POLMONE;3229;
7484;CISTI CONGENITA POLMONARE;LOBECTOMIA DEL POLMONE;324;
7484;CISTI CONGENITA POLMONARE;RESEZIONE SEGMENTALE DEL POLMONE;323;
7484;CISTI CONGENITA POLMONARE;TORACOSCOPIA TRANSPLEURICA;3421;
7485;AGENESIA, IPOPLASIA E DISPLASIA DEL POLMONE;ABLAZIONE PER VIA TORACOSCOPICA DI LESIONE O TESSUTO POLMONARE;3225;
7485;AGENESIA, IPOPLASIA E DISPLASIA DEL POLMONE;ALTRA ASPORTAZIONE DEL POLMONE;329;
7485;AGENESIA, IPOPLASIA E DISPLASIA DEL POLMONE;ALTRA ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO DEL POLMONE;3229;
7485;AGENESIA, IPOPLASIA E DISPLASIA DEL POLMONE;ALTRA OCCLUSIONE CHIRURGICA DI ALTRI VASI TORACICI;3885;
7485;AGENESIA, IPOPLASIA E DISPLASIA DEL POLMONE;ALTRI INTERVENTI SUL POLMONE;3399;
7485;AGENESIA, IPOPLASIA E DISPLASIA DEL POLMONE;ANASTOMOSI ARTERIOSO SISTEMICO POLMONARE;390;
7485;AGENESIA, IPOPLASIA E DISPLASIA DEL POLMONE;CORREZIONE TOTALE DI TRASPOSIZIONE DI GRANDE VASO NON CLASSIFICATO ALTROVE;3584;
7485;AGENESIA, IPOPLASIA E DISPLASIA DEL POLMONE;INTERVENTI SU ALTRE STRUTTURE ADIACENTI ALLE VALVOLE DEL CUORE;3539;
7485;AGENESIA, IPOPLASIA E DISPLASIA DEL POLMONE;RESEZIONE SEGMENTALE DEL POLMONE;323;
7485;AGENESIA, IPOPLASIA E DISPLASIA DEL POLMONE;TORACOSCOPIA TRANSPLEURICA;3421;
7485;AGENESIA, IPOPLASIA E DISPLASIA DEL POLMONE;VALVULOPLASTICA A CUORE APERTO DELLA VALVOLA POLMONARE SENZA SOSTITUZIONE;3513;
74860;ANOMALIE DEL POLMONE, NON SPECIFICATE;ALTRA ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO DEL POLMONE;3229;
74860;ANOMALIE DEL POLMONE, NON SPECIFICATE;ANASTOMOSI ARTERIOSO SISTEMICO POLMONARE;390;
74860;ANOMALIE DEL POLMONE, NON SPECIFICATE;RESEZIONE SEGMENTALE DEL POLMONE;323;
74860;ANOMALIE DEL POLMONE, NON SPECIFICATE;TORACENTESI;3491;
74860;ANOMALIE DEL POLMONE, NON SPECIFICATE;TORACOSCOPIA TRANSPLEURICA;3421;
7489;ANOMALIE NON SPECIFICATE DELL'APPARATO RESPIRATORIO;ALTRA ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO DEI BRONCHI;3209;
749;PALATOSCHISI/LABIOSCHISI;ALTRA CHIRURGIA ORTOGNATICA DELLA MANDIBOLA;7664;
749;PALATOSCHISI/LABIOSCHISI;ALTRA RIPARAZIONE PLASTICA DEL PALATO;2769;
749;PALATOSCHISI/LABIOSCHISI;ALTRA RIPARAZIONE PLASTICA DELLA BOCCA;2759;
749;PALATOSCHISI/LABIOSCHISI;ALTRA TRACHEOSTOMIA PERMANENTE;3129;
749;PALATOSCHISI/LABIOSCHISI;ALTRI INTERVENTI DI RIPARAZIONE E PLASTICA SULLA LINGUA;2559;
749;PALATOSCHISI/LABIOSCHISI;CORREZIONE DI PALATOSCHISI;2762;
749;PALATOSCHISI/LABIOSCHISI;GENGIVOPLASTICA;242;
749;PALATOSCHISI/LABIOSCHISI;OSTEOPLASTICA SEGMENTARIA (OSTEOTOMIA) DELLA MASCELLA;7665;
749;PALATOSCHISI/LABIOSCHISI;RIPARAZIONE DI SCHISI DEL LABBRO;2754;
74900;PALATOSCHISI, NON SPECIFICATA;ALTRA ASPORTAZIONE DI LESIONE O TESSUTO DEL LABBRO;2743;
74900;PALATOSCHISI, NON SPECIFICATA;ALTRA RINOPLASTICA;2187;
74900;PALATOSCHISI, NON SPECIFICATA;ALTRA RIPARAZIONE PLASTICA DEL PALATO;2769;
74900;PALATOSCHISI, NON SPECIFICATA;ALTRA TRACHEOSTOMIA PERMANENTE;3129;
74900;PALATOSCHISI, NON SPECIFICATA;ALTRI INTERVENTI SULLA LARINGE;3198;
74900;PALATOSCHISI, NON SPECIFICATA;ALTRI INTERVENTI SULLE OSSA E ARTICOLAZIONI FACCIALI;7699;
74900;PALATOSCHISI, NON SPECIFICATA;CORREZIONE DI PALATOSCHISI;2762;
74900;PALATOSCHISI, NON SPECIFICATA;INCISIONE DEL PALATO;271;
74900;PALATOSCHISI, NON SPECIFICATA;MIRINGOTOMIA CON INSERZIONE DI TUBO;2001;
74900;PALATOSCHISI, NON SPECIFICATA;REVISIONE DI CORREZIONE DI PALATOSCHISI;2763;
74900;PALATOSCHISI, NON SPECIFICATA;RIMOZIONE DI MEZZI DI FISSAZIONE INTERNA DALLE OSSA FACCIALI;7697;
74900;PALATOSCHISI, NON SPECIFICATA;RIPARAZIONE DI SCHISI DEL LABBRO;2754;
74900;PALATOSCHISI, NON SPECIFICATA;SUTURA DI LACERAZIONE DEL PALATO;2761;
74901;PALATOSCHISI UNILATERALE, COMPLETA;ALTRA RINOPLASTICA;2187;
74901;PALATOSCHISI UNILATERALE, COMPLETA;ALTRA RIPARAZIONE PLASTICA DEL PALATO;2769;
74901;PALATOSCHISI UNILATERALE, COMPLETA;ALTRI INTERVENTI SULLA CAVITA' ORALE;2799;
74901;PALATOSCHISI UNILATERALE, COMPLETA;CORREZIONE DI PALATOSCHISI;2762;
74901;PALATOSCHISI UNILATERALE, COMPLETA;REVISIONE DI CORREZIONE DI PALATOSCHISI;2763;
74901;PALATOSCHISI UNILATERALE, COMPLETA;RINOPLASTICA PARZIALE;2186;
74901;PALATOSCHISI UNILATERALE, COMPLETA;RIPARAZIONE DI SCHISI DEL LABBRO;2754;
74901;PALATOSCHISI UNILATERALE, COMPLETA;SUTURA DI LACERAZIONE DEL NASO;2181;
74901;PALATOSCHISI UNILATERALE, COMPLETA;SUTURA DI LACERAZIONE DEL PALATO;2761;
74902;PALATOSCHISI UNILATERALE, INCOMPLETA;CORREZIONE DI PALATOSCHISI;2762;
74902;PALATOSCHISI UNILATERALE, INCOMPLETA;RIPARAZIONE DI SCHISI DEL LABBRO;2754;
74903;PALATOSCHISI BILATERALE, COMPLETA;ALTRA RIPARAZIONE PLASTICA DEL PALATO;2769;
74903;PALATOSCHISI BILATERALE, COMPLETA;ALTRI INTERVENTI DI RIPARAZIONE E PLASTICA SULLA LINGUA;2559;
74903;PALATOSCHISI BILATERALE, COMPLETA;CORREZIONE DI PALATOSCHISI;2762;
74903;PALATOSCHISI BILATERALE, COMPLETA;RIPARAZIONE DI SCHISI DEL LABBRO;2754;
74904;PALATOSCHISI BILATERALE, INCOMPLETA;CORREZIONE DI PALATOSCHISI;2762;
74910;LABIOSCHISI, NON SPECIFICATA;ALTRA RINOPLASTICA;2187;
74910;LABIOSCHISI, NON SPECIFICATA;ALTRA RIPARAZIONE PLASTICA DEL PALATO;2769;
74910;LABIOSCHISI, NON SPECIFICATA;ALTRA RIPARAZIONE PLASTICA DELLA BOCCA;2759;
74910;LABIOSCHISI, NON SPECIFICATA;ALTRO INNESTO DI CUTE SU LABBRO E BOCCA;2756;
74910;LABIOSCHISI, NON SPECIFICATA;CORREZIONE DI PALATOSCHISI;2762;
74910;LABIOSCHISI, NON SPECIFICATA;GENGIVOPLASTICA;242;
74910;LABIOSCHISI, NON SPECIFICATA;OSTEOTOMIA TOTALE DI ALTRE OSSA FACCIALI CON CONTEMPORANEA RICOSTRUZIONE;7644;
74910;LABIOSCHISI, NON SPECIFICATA;RINOPLASTICA PARZIALE;2186;
74910;LABIOSCHISI, NON SPECIFICATA;RINOSCOPIA;2121;
74910;LABIOSCHISI, NON SPECIFICATA;RIPARAZIONE DI SCHISI DEL LABBRO;2754;
74911;LABIOSCHISI UNILATERALE, COMPLETA;ALTRA RIPARAZIONE PLASTICA DEL PALATO;2769;
74911;LABIOSCHISI UNILATERALE, COMPLETA;ALTRA RIPARAZIONE PLASTICA DELLA BOCCA;2759;
74911;LABIOSCHISI UNILATERALE, COMPLETA;ALTRI INTERVENTI SULLE OSSA E ARTICOLAZIONI FACCIALI;7699;
74911;LABIOSCHISI UNILATERALE, COMPLETA;ALTRO INNESTO DI CUTE SU LABBRO E BOCCA;2756;
74911;LABIOSCHISI UNILATERALE, COMPLETA;ALVEOLOPLASTICA;245;
74911;LABIOSCHISI UNILATERALE, COMPLETA;CORREZIONE DI PALATOSCHISI;2762;
74911;LABIOSCHISI UNILATERALE, COMPLETA;OSTEOPLASTICA SEGMENTARIA (OSTEOTOMIA) DELLA MASCELLA;7665;
74911;LABIOSCHISI UNILATERALE, COMPLETA;RINOPLASTICA PARZIALE;2186;
74911;LABIOSCHISI UNILATERALE, COMPLETA;RIPARAZIONE DI SCHISI DEL LABBRO;2754;
74911;LABIOSCHISI UNILATERALE, COMPLETA;TRASFERIMENTO DI INNESTO PEDUNCOLATO A LEMBO IN ALTRE SEDI;8674;
74912;LABIOSCHISI UNILATERALE, INCOMPLETA;ALTRA RINOPLASTICA;2187;
74912;LABIOSCHISI UNILATERALE, INCOMPLETA;ALTRI INTERVENTI SULLE OSSA E ARTICOLAZIONI FACCIALI;7699;
74912;LABIOSCHISI UNILATERALE, INCOMPLETA;CORREZIONE DI PALATOSCHISI;2762;
74912;LABIOSCHISI UNILATERALE, INCOMPLETA;OSTEOPLASTICA SEGMENTARIA (OSTEOTOMIA) DELLA MASCELLA;7665;
74912;LABIOSCHISI UNILATERALE, INCOMPLETA;RIPARAZIONE DI SCHISI DEL LABBRO;2754;
74912;LABIOSCHISI UNILATERALE, INCOMPLETA;TRASFERIMENTO DI INNESTO PEDUNCOLATO A LEMBO IN ALTRE SEDI;8674;
74913;LABIOSCHISI BILATERALE, COMPLETA;ALTRA RIPARAZIONE PLASTICA DEL PALATO;2769;
74913;LABIOSCHISI BILATERALE, COMPLETA;CORREZIONE DI PALATOSCHISI;2762;
74913;LABIOSCHISI BILATERALE, COMPLETA;RINOPLASTICA PARZIALE;2186;
74913;LABIOSCHISI BILATERALE, COMPLETA;RIPARAZIONE DI SCHISI DEL LABBRO;2754;
74914;LABIOSCHISI BILATERALE, INCOMPLETA;ALTRI INTERVENTI SULLE OSSA E ARTICOLAZIONI FACCIALI;7699;
74914;LABIOSCHISI BILATERALE, INCOMPLETA;CORREZIONE DI PALATOSCHISI;2762;
74914;LABIOSCHISI BILATERALE, INCOMPLETA;RIPARAZIONE DI SCHISI DEL LABBRO;2754;
74914;LABIOSCHISI BILATERALE, INCOMPLETA;TRASFERIMENTO DI INNESTO PEDUNCOLATO A LEMBO IN ALTRE SEDI;8674;
74920;PALATOSCHISI CON LABIOSCHISI, NON SPECIFICATA;ALTRA RINOPLASTICA;2187;
74920;PALATOSCHISI CON LABIOSCHISI, NON SPECIFICATA;ALTRA RIPARAZIONE PLASTICA DEL PALATO;2769;
74920;PALATOSCHISI CON LABIOSCHISI, NON SPECIFICATA;ASPORTAZIONE DI CISTI O VESTIGIA DELLA FESSURA BRANCHIALE;292;
74920;PALATOSCHISI CON LABIOSCHISI, NON SPECIFICATA;CORREZIONE DI PALATOSCHISI;2762;
74920;PALATOSCHISI CON LABIOSCHISI, NON SPECIFICATA;IMPIANTO DI INNESTO PEDUNCOLATO O A LEMBO SU LABBRO E BOCCA;2757;
74920;PALATOSCHISI CON LABIOSCHISI, NON SPECIFICATA;REVISIONE DI CORREZIONE DI PALATOSCHISI;2763;
74920;PALATOSCHISI CON LABIOSCHISI, NON SPECIFICATA;RIPARAZIONE DI SCHISI DEL LABBRO;2754;
74921;PALATOSCHISI CON LABIOSCHISI UNILATERALE, COMPLETA;ALTRA RINOPLASTICA;2187;
74921;PALATOSCHISI CON LABIOSCHISI UNILATERALE, COMPLETA;ALTRA RIPARAZIONE PLASTICA DEL PALATO;2769;
74921;PALATOSCHISI CON LABIOSCHISI UNILATERALE, COMPLETA;ALTRA RIPARAZIONE PLASTICA DELLA BOCCA;2759;
74921;PALATOSCHISI CON LABIOSCHISI UNILATERALE, COMPLETA;ALTRI INTERVENTI SULLE OSSA E ARTICOLAZIONI FACCIALI;7699;
74921;PALATOSCHISI CON LABIOSCHISI UNILATERALE, COMPLETA;CHIUSURA DI FISTOLA DELLA BOCCA;2753;
74921;PALATOSCHISI CON LABIOSCHISI UNILATERALE, COMPLETA;CORREZIONE DI PALATOSCHISI;2762;
74921;PALATOSCHISI CON LABIOSCHISI UNILATERALE, COMPLETA;GENGIVOPLASTICA;242;
74921;PALATOSCHISI CON LABIOSCHISI UNILATERALE, COMPLETA;REVISIONE DI CORREZIONE DI PALATOSCHISI;2763;
74921;PALATOSCHISI CON LABIOSCHISI UNILATERALE, COMPLETA;RINOPLASTICA DI INGRANDIMENTO;2185;
74921;PALATOSCHISI CON LABIOSCHISI UNILATERALE, COMPLETA;RINOPLASTICA PARZIALE;2186;
74921;PALATOSCHISI CON LABIOSCHISI UNILATERALE, COMPLETA;RIPARAZIONE DI SCHISI DEL LABBRO;2754;
74921;PALATOSCHISI CON LABIOSCHISI UNILATERALE, COMPLETA;SUTURA DI LACERAZIONE DEL PALATO;2761;
74921;PALATOSCHISI CON LABIOSCHISI UNILATERALE, COMPLETA;TRASFERIMENTO DI INNESTO PEDUNCOLATO A LEMBO IN ALTRE SEDI;8674;
74922;PALATOSCHISI CON LABIOSCHISI UNILATERALE, INCOMPLETA;ALTRA RINOPLASTICA;2187;
74922;PALATOSCHISI CON LABIOSCHISI UNILATERALE, INCOMPLETA;ALTRA RIPARAZIONE PLASTICA DEL PALATO;2769;
74922;PALATOSCHISI CON LABIOSCHISI UNILATERALE, INCOMPLETA;ALTRI INTERVENTI SULLE OSSA E ARTICOLAZIONI FACCIALI;7699;
74922;PALATOSCHISI CON LABIOSCHISI UNILATERALE, INCOMPLETA;CORREZIONE DI PALATOSCHISI;2762;
74922;PALATOSCHISI CON LABIOSCHISI UNILATERALE, INCOMPLETA;GENGIVOPLASTICA;242;
74922;PALATOSCHISI CON LABIOSCHISI UNILATERALE, INCOMPLETA;RINOPLASTICA PARZIALE;2186;
74922;PALATOSCHISI CON LABIOSCHISI UNILATERALE, INCOMPLETA;RIPARAZIONE DI SCHISI DEL LABBRO;2754;
74922;PALATOSCHISI CON LABIOSCHISI UNILATERALE, INCOMPLETA;SUTURA DI LACERAZIONE DEL PALATO;2761;
74922;PALATOSCHISI CON LABIOSCHISI UNILATERALE, INCOMPLETA;TRASFERIMENTO DI INNESTO PEDUNCOLATO A LEMBO IN ALTRE SEDI;8674;
74923;PALATOSCHISI CON LABIOSCHISI BILATERALE, COMPLETA;ALTRA RIPARAZIONE PLASTICA DEL PALATO;2769;
74923;PALATOSCHISI CON LABIOSCHISI BILATERALE, COMPLETA;ALTRA RIPARAZIONE PLASTICA DELLA BOCCA;2759;
74923;PALATOSCHISI CON LABIOSCHISI BILATERALE, COMPLETA;ALTRI INTERVENTI SULLE OSSA E ARTICOLAZIONI FACCIALI;7699;
74923;PALATOSCHISI CON LABIOSCHISI BILATERALE, COMPLETA;CORREZIONE DI PALATOSCHISI;2762;
74923;PALATOSCHISI CON LABIOSCHISI BILATERALE, COMPLETA;GENGIVOPLASTICA;242;
74923;PALATOSCHISI CON LABIOSCHISI BILATERALE, COMPLETA;OSTEOPLASTICA SEGMENTARIA (OSTEOTOMIA) DELLA MASCELLA;7665;
74923;PALATOSCHISI CON LABIOSCHISI BILATERALE, COMPLETA;RINOPLASTICA PARZIALE;2186;
74923;PALATOSCHISI CON LABIOSCHISI BILATERALE, COMPLETA;RINOSCOPIA;2121;
74923;PALATOSCHISI CON LABIOSCHISI BILATERALE, COMPLETA;RIPARAZIONE DI SCHISI DEL LABBRO;2754;
74924;PALATOSCHISI CON LABIOSCHISI BILATERALE, INCOMPLETA;ALTRA RIPARAZIONE PLASTICA DEL PALATO;2769;
74924;PALATOSCHISI CON LABIOSCHISI BILATERALE, INCOMPLETA;ALTRI INTERVENTI SULLE OSSA E ARTICOLAZIONI FACCIALI;7699;
74924;PALATOSCHISI CON LABIOSCHISI BILATERALE, INCOMPLETA;RIPARAZIONE DI SCHISI DEL LABBRO;2754;
74924;PALATOSCHISI CON LABIOSCHISI BILATERALE, INCOMPLETA;SUTURA DI LACERAZIONE DEL PALATO;2761;
74925;PALATOSCHISI CON LABIOSCHISI ALTRE COMBINAZIONI;ALTRA CHIRURGIA ORTOGNATICA DELLA MANDIBOLA;7664;
74925;PALATOSCHISI CON LABIOSCHISI ALTRE COMBINAZIONI;ALTRA RINOPLASTICA;2187;
74925;PALATOSCHISI CON LABIOSCHISI ALTRE COMBINAZIONI;ALTRA RIPARAZIONE PLASTICA DEL PALATO;2769;
74925;PALATOSCHISI CON LABIOSCHISI ALTRE COMBINAZIONI;ALTRI INTERVENTI SULLE OSSA E ARTICOLAZIONI FACCIALI;7699;
74925;PALATOSCHISI CON LABIOSCHISI ALTRE COMBINAZIONI;CORREZIONE DI PALATOSCHISI;2762;
74925;PALATOSCHISI CON LABIOSCHISI ALTRE COMBINAZIONI;RINOPLASTICA PARZIALE;2186;
74925;PALATOSCHISI CON LABIOSCHISI ALTRE COMBINAZIONI;RIPARAZIONE DI SCHISI DEL LABBRO;2754;
75015;MACROGLOSSIA;CORREZIONE DI PALATOSCHISI;2762;
75025;FISTOLA CONGENITA DEL LABBRO;ALTRA RIPARAZIONE PLASTICA DELLA BOCCA;2759;
75025;FISTOLA CONGENITA DEL LABBRO;CORREZIONE DI PALATOSCHISI;2762;
75025;FISTOLA CONGENITA DEL LABBRO;RIPARAZIONE DI SCHISI DEL LABBRO;2754;
75025;FISTOLA CONGENITA DEL LABBRO;TRASFERIMENTO DI INNESTO PEDUNCOLATO A LEMBO IN ALTRE SEDI;8674;
75026;ALTRE ANOMALIE SPECIFICATE DELLA BOCCA;ALTRI INTERVENTI SULLA CAVITA' ORALE;2799;
75026;ALTRE ANOMALIE SPECIFICATE DELLA BOCCA;ALTRI INTERVENTI SULLA LINGUA;2599;
75026;ALTRE ANOMALIE SPECIFICATE DELLA BOCCA;ASPORTAZIONE O DEMOLIZIONE DI LESIONE O TESSUTO DELLA LINGUA;251;
75026;ALTRE ANOMALIE SPECIFICATE DELLA BOCCA;Chiusura di cute e tessuto sottocutaneo di altre sedi;8659;
75026;ALTRE ANOMALIE SPECIFICATE DELLA BOCCA;RIPARAZIONE DI SCHISI DEL LABBRO;2754;
75029;ALTRE ANOMALIE SPECIFICATE DEL FARINGE;ALTRI INTERVENTI SULLA CAVITA' ORALE;2799;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;ALTRA ANASTOMOSI ESOFAGEA INTRATORACICA;4259;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;ALTRA DEMOLIZIONE DI LESIONE O TESSUTO DELL'ESOFAGO;4239;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;ALTRA GASTRECTOMIA TOTALE;4399;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;ALTRA GASTROSTOMIA;4319;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;ALTRA INCISIONE DELLA PLEURA;3409;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;ALTRA TRACHEOSTOMIA PERMANENTE;3129;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;ALTRE PROCEDURE DIAGNOSTICHE SULL'ESOFAGO;4229;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;ALTRI INTERVENTI DI RIPARAZIONE E DI PLASTICA SULLA TRACHEA;3179;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;ALTRI INTERVENTI PER LA CREAZIONE DI SFINTERE ESOFAGOGASTRICO;4466;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;ALTRI INTERVENTI SULLA TRACHEA;3199;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;ALTRI INTERVENTI SULL'ESOFAGO;4299;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;ANASTOMOSI ESOFAGEA INTRATORACICA CON INTERPOSIZIONE DI INTESTINO TENUE;4253;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;ASPORTAZIONE LOCALE DI ALTRA LESIONE O TESSUTO DELL'ESOFAGO;4232;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;CHIUSURA DI ALTRA FISTOLA DELLA TRACHEA;3173;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;CHIUSURA DI FISTOLA BRONCHIALE;3342;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;CHIUSURA DI FISTOLA ESTERNA DELLA TRACHEA;3172;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;CHIUSURA DI GASTROSTOMIA;4462;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;DILATAZIONE DELL'ESOFAGO;4292;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;ESOFAGECTOMIA PARZIALE;4241;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;ESOFAGO-ESOFAGOSTOMIA INTRATORACICA;4251;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;ESOFAGOGASTRODUODENOSCOPIA (EGD) CON BIOPSIA;4516;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;ESOFAGO-GASTROSTOMIA INTRATORACICA;4252;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;ESOFAGOSTOMIA CERVICALE;4211;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;ESTERIORIZZAZIONE DI TASCA ESOFAGEA;4212;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;GASTROSCOPIA ATTRAVERSO STOMA ARTIFICIALE;4412;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;GASTROTOMIA;430;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;INCISIONE DELLA PARETE TORACICA;3401;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;INSERZIONE DI DRENAGGIO INTERCOSTALE;3404;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;INSERZIONE SOTTOCUTANEA DI STIMOLATORE ANALE ELETTRICO;4992;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;INTERVENTO DI PLASTICA SUL FARINGE;294;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;LARINGOSCOPIA E ALTRA TRACHEOSCOPIA;3142;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;PILOROMIOTOMIA;433;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;PRODUZIONE DI TUNNEL SOTTOCUTANEO SENZA ANASTOMOSI ESOFAGEA;4286;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;PUNTURA DEL POLMONE;3393;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;RIPARAZIONE DI FISTOLA ESOFAGEA, NON CLASSIFICATA ALTROVE;4284;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;RIPARAZIONE DI STENOSI ESOFAGEA;4285;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;SUTURA DI LACERAZIONE DELL'ESOFAGO;4282;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;TORACENTESI;3491;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;TORACOSCOPIA TRANSPLEURICA;3421;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;TORACOTOMIA ESPLORATIVA;3402;
7503;FISTOLA TRACHEOESOFAGEA, ATRESIA ESOFAGEA E STENOSI;TRACHEOSTOMIA TEMPORANEA;311;
7504;ALTRE ANOMALIE SPECIFICATE DELL'ESOFAGO;ALTRA ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO DEI BRONCHI;3209;
7504;ALTRE ANOMALIE SPECIFICATE DELL'ESOFAGO;ASPORTAZIONE LOCALE DI DIVERTICOLO ESOFAGEO;4231;
7504;ALTRE ANOMALIE SPECIFICATE DELL'ESOFAGO;ESOFAGO-ESOFAGOSTOMIA INTRATORACICA;4251;
7505;STENOSI IPERTROFICA CONGENITA DEL PILORO;ALTRA PILOROPLASTICA;4429;
7505;STENOSI IPERTROFICA CONGENITA DEL PILORO;ALTRA RESEZIONE DEL RETTO;4869;
7505;STENOSI IPERTROFICA CONGENITA DEL PILORO;DILATAZIONE MEDIANTE INCISIONE DEL PILORO;4421;
7505;STENOSI IPERTROFICA CONGENITA DEL PILORO;PILOROMIOTOMIA;433;
7506;ERNIA IATALE CONGENITA;ALTRA GASTROSTOMIA;4319;
7506;ERNIA IATALE CONGENITA;ALTRI INTERVENTI PER LA CREAZIONE DI SFINTERE ESOFAGOGASTRICO;4466;
7506;ERNIA IATALE CONGENITA;GASTROPESSI;4464;
7506;ERNIA IATALE CONGENITA;PROCEDURE LAPAROSCOPICHE PER LA CREAZIONE DELLO SFINTERE ESOFAGOGASTRICO;4467;
7506;ERNIA IATALE CONGENITA;RIPARAZIONE MONOLATERALE DI ERNIA INGUINALE INDIRETTA;5302;
7507;ALTRE ANOMALIE SPECIFICATE DELLO STOMACO;RIPARAZIONE DI GASTROSCHISI;5471;
7509;ANOMALIE NON SPECIFICATE DEL TRATTO ALIMENTARE SUPERIORE;ESOFAGO-ESOFAGOSTOMIA INTRATORACICA;4251;
7510;DIVERTICOLO DI MECKEL;ALTRA RIPARAZIONE DELLA PARETE ADDOMINALE;5472;
7510;DIVERTICOLO DI MECKEL;ANASTOMOSI INTESTINALE TENUE-TENUE;4591;
7510;DIVERTICOLO DI MECKEL;ANASTOMOSI INTESTINALE, SAI;4590;
7510;DIVERTICOLO DI MECKEL;APPENDECTOMIA LAPAROSCOPICA;4701;
7510;DIVERTICOLO DI MECKEL;ASPORTAZIONE LOCALE DI LESIONE O TESSUTO DELL'INTESTINO TENUE ECCETTO IL DUODENO;4533;
7510;DIVERTICOLO DI MECKEL;ISOLAMENTO DI SEGMENTO DELL'INTESTINO TENUE;4551;
7510;DIVERTICOLO DI MECKEL;PILOROMIOTOMIA;433;
7510;DIVERTICOLO DI MECKEL;RESEZIONE DI SEGMENTO ESTERIORIZZATO DELL'INTESTINO TENUE;4602;
