Icd;lab_pat;DescrIntervento;CodInterv;Filler
74685;ANOMALIE DELL'ARTERIA CORONARIA;VALVULOPLASTICA A CUORE APERTO DELLA VALVOLA POLMONARE SENZA SOSTITUZIONE;3513;
74685;ANOMALIE DELL'ARTERIA CORONARIA;VALVULOPLASTICA PERCUTANEA;3596;
74686;BLOCCO CARDIACO CONGENITO;CIRCOLAZIONE EXTRACORPOREA AUSILIARIA PER CHIRURGIA A CUORE APERTO;3961;
74686;BLOCCO CARDIACO CONGENITO;RIPARAZIONE DI DIFETTO DEL SETTO INTERATRIALE CON PROTESI, TECNICA APERTA;3551;
74686;BLOCCO CARDIACO CONGENITO;RIPARAZIONE DI DIFETTO DEL SETTO INTERATRIALE CON SUTURA DIRETTA;3552;
74687;MALPOSIZIONE DEL CUORE E DELL'APICE CARDIACO;CIRCOLAZIONE EXTRACORPOREA AUSILIARIA PER CHIRURGIA A CUORE APERTO;3961;
74687;MALPOSIZIONE DEL CUORE E DELL'APICE CARDIACO;CREAZIONE DI CONDOTTO FRA ATRIO E ARTERIA POLMONARE;3594;
74689;ALTRE ANOMALIE NON SPECIFICATE DEL CUORE;ALLARGAMENTO DI DIFETTO ESISTENTE DEL SETTO ATRIALE;3541;
74689;ALTRE ANOMALIE NON SPECIFICATE DEL CUORE;ALTRA OCCLUSIONE CHIRURGICA DI ALTRI VASI TORACICI;3885;
74689;ALTRE ANOMALIE NON SPECIFICATE DEL CUORE;ALTRA SOSTITUZIONE DI VALVOLA TRICUSPIDE CON PROTESI;3528;
74689;ALTRE ANOMALIE NON SPECIFICATE DEL CUORE;ANGIOPLASTICA O ATERECTOMIA DI VASO NON CORONARICO;3950;
74689;ALTRE ANOMALIE NON SPECIFICATE DEL CUORE;CIRCOLAZIONE EXTRACORPOREA AUSILIARIA PER CHIRURGIA A CUORE APERTO;3961;
74689;ALTRE ANOMALIE NON SPECIFICATE DEL CUORE;CORREZIONE TOTALE DEL TRONCO ARTERIOSO;3583;
74689;ALTRE ANOMALIE NON SPECIFICATE DEL CUORE;CREAZIONE DI DIFETTO SETTALE NEL CUORE;3542;
74689;ALTRE ANOMALIE NON SPECIFICATE DEL CUORE;INTERVENTI SU ALTRE STRUTTURE ADIACENTI ALLE VALVOLE DEL CUORE;3539;
74689;ALTRE ANOMALIE NON SPECIFICATE DEL CUORE;RESEZIONE DELL'AORTA CON ANASTOMOSI;3834;
74689;ALTRE ANOMALIE NON SPECIFICATE DEL CUORE;REVISIONE DI PROCEDURE CORRETTIVE DEL CUORE;3595;
74689;ALTRE ANOMALIE NON SPECIFICATE DEL CUORE;RIPARAZIONE CON PROTESI DI DIFETTO DEI CUSCINETTI ENDOCARDICI;3554;
74689;ALTRE ANOMALIE NON SPECIFICATE DEL CUORE;RIPARAZIONE CON PROTESI DI DIFETTO DEL SETTO INTERVENTRICOLARE;3553;
74689;ALTRE ANOMALIE NON SPECIFICATE DEL CUORE;RIPARAZIONE DI DIFETTO DEL SETTO INTERATRIALE CON INNESTO TISSUTALE;3561;
74689;ALTRE ANOMALIE NON SPECIFICATE DEL CUORE;RIPARAZIONE DI DIFETTO DEL SETTO INTERATRIALE CON SUTURA DIRETTA;3552;
74689;ALTRE ANOMALIE NON SPECIFICATE DEL CUORE;RIPARAZIONE DI DIFETTO DEL SETTO INTERVENTRICOLARE CON INNESTO TISSUTALE;3562;
74689;ALTRE ANOMALIE NON SPECIFICATE DEL CUORE;TRASPOSIZIONE INTERATRIALE DEL RITORNO VENOSO;3591;
74689;ALTRE ANOMALIE NON SPECIFICATE DEL CUORE;VALVULOPLASTICA A CUORE APERTO DELLA VALVOLA TRICUSPIDE SENZA SOSTITUZIONE;3514;
74689;ALTRE ANOMALIE NON SPECIFICATE DEL CUORE;VALVULOPLASTICA PERCUTANEA;3596;
7469;ANOMALIA DEL CUORE NON SPECIFICATA;ALLARGAMENTO DI DIFETTO ESISTENTE DEL SETTO ATRIALE;3541;
7469;ANOMALIA DEL CUORE NON SPECIFICATA;ALTRA E NON SPECIFICATA RIPARAZIONE DI DIFETTO DEL SETTO INTERATRIALE;3571;
7469;ANOMALIA DEL CUORE NON SPECIFICATA;ALTRA OCCLUSIONE CHIRURGICA DI ALTRI VASI TORACICI;3885;
7469;ANOMALIA DEL CUORE NON SPECIFICATA;ALTRI INTERVENTI SUI VASI DEL CUORE;3699;
7469;ANOMALIA DEL CUORE NON SPECIFICATA;ANASTOMOSI FRA VENTRICOLO, CAVITA' ADDOMINALE E SUOI ORGANI;0234;
7469;ANOMALIA DEL CUORE NON SPECIFICATA;ANGIOPLASTICA O ATERECTOMIA DI VASO NON CORONARICO;3950;
7469;ANOMALIA DEL CUORE NON SPECIFICATA;CIRCOLAZIONE EXTRACORPOREA AUSILIARIA PER CHIRURGIA A CUORE APERTO;3961;
7469;ANOMALIA DEL CUORE NON SPECIFICATA;CORREZIONE TOTALE DEL TRONCO ARTERIOSO;3583;
7469;ANOMALIA DEL CUORE NON SPECIFICATA;CORREZIONE TOTALE DI TETRALOGIA DI FALLOT;3581;
7469;ANOMALIA DEL CUORE NON SPECIFICATA;CORREZIONE TOTALE DI TRASPOSIZIONE DI GRANDE VASO NON CLASSIFICATO ALTROVE;3584;
7469;ANOMALIA DEL CUORE NON SPECIFICATA;CREAZIONE DI DIFETTO SETTALE NEL CUORE;3542;
7469;ANOMALIA DEL CUORE NON SPECIFICATA;INSERZIONE DI DRENAGGIO INTERCOSTALE;3404;
7469;ANOMALIA DEL CUORE NON SPECIFICATA;INTERVENTI SU ALTRE STRUTTURE ADIACENTI ALLE VALVOLE DEL CUORE;3539;
7469;ANOMALIA DEL CUORE NON SPECIFICATA;RESEZIONE DELL'AORTA CON ANASTOMOSI;3834;
7469;ANOMALIA DEL CUORE NON SPECIFICATA;RESEZIONE DELL'AORTA, ADDOMINALE CON SOSTITUZIONE;3844;
7469;ANOMALIA DEL CUORE NON SPECIFICATA;RESEZIONE DI ALTRI VASI TORACICI CON ANASTOMOSI;3835;
7469;ANOMALIA DEL CUORE NON SPECIFICATA;RESEZIONE DI ALTRI VASI TORACICI CON SOSTITUZIONE;3845;
7469;ANOMALIA DEL CUORE NON SPECIFICATA;RIPARAZIONE CON PROTESI DI DIFETTO DEI CUSCINETTI ENDOCARDICI;3554;
7469;ANOMALIA DEL CUORE NON SPECIFICATA;RIPARAZIONE CON PROTESI DI DIFETTO DEL SETTO INTERVENTRICOLARE;3553;
7469;ANOMALIA DEL CUORE NON SPECIFICATA;RIPARAZIONE DI DIFETTO DEL SETTO INTERATRIALE CON SUTURA DIRETTA;3552;
7469;ANOMALIA DEL CUORE NON SPECIFICATA;VALVULOPLASTICA A CUORE APERTO DELLA VALVOLA AORTICA SENZA SOSTITUZIONE;3511;
7469;ANOMALIA DEL CUORE NON SPECIFICATA;VALVULOPLASTICA A CUORE APERTO DELLA VALVOLA MITRALE SENZA SOSTITUZIONE;3512;
7469;ANOMALIA DEL CUORE NON SPECIFICATA;VALVULOPLASTICA PERCUTANEA;3596;
747;ALTRE ANOMALIE CONGENITE DEL SISTEMA CIRCOLATORIO;CIRCOLAZIONE EXTRACORPOREA AUSILIARIA PER CHIRURGIA A CUORE APERTO;3961;
747;ALTRE ANOMALIE CONGENITE DEL SISTEMA CIRCOLATORIO;INCISIONE CARDIACA SAI;3710;
7470;DOTTO ARTERIOSO PERVIO;ALLARGAMENTO DI DIFETTO ESISTENTE DEL SETTO ATRIALE;3541;
7470;DOTTO ARTERIOSO PERVIO;ALTRA ASPORTAZIONE DI ALTRI VASI TORACICI;3865;
7470;DOTTO ARTERIOSO PERVIO;ALTRA E NON SPECIFICATA RIPARAZIONE DI DIFETTO DEI CUSCINETTI ENDOCARDICI;3573;
7470;DOTTO ARTERIOSO PERVIO;ALTRA E NON SPECIFICATA RIPARAZIONE DI DIFETTO DEL SETTO INTERATRIALE;3571;
7470;DOTTO ARTERIOSO PERVIO;ALTRA OCCLUSIONE CHIRURGICA DI ALTRI VASI TORACICI;3885;
7470;DOTTO ARTERIOSO PERVIO;Altra riparazione endovascolare di aneurisma con graft;3979;
7470;DOTTO ARTERIOSO PERVIO;ALTRI INTERVENTI SU VALVOLE E SETTI DEL CUORE;359;
7470;DOTTO ARTERIOSO PERVIO;ALTRI INTERVENTI SUI SETTI DEL CUORE;3598;
7470;DOTTO ARTERIOSO PERVIO;ALTRI INTERVENTI SUI VASI DEL CUORE;3699;
7470;DOTTO ARTERIOSO PERVIO;ANASTOMOSI ARTERIOSO SISTEMICO POLMONARE;390;
7470;DOTTO ARTERIOSO PERVIO;ANASTOMOSI FRA VENTRICOLO, CAVITA' ADDOMINALE E SUOI ORGANI;0234;
7470;DOTTO ARTERIOSO PERVIO;ANGIOPLASTICA O ATERECTOMIA DI VASO NON CORONARICO;3950;
7470;DOTTO ARTERIOSO PERVIO;AUTOPSIA;898;
7470;DOTTO ARTERIOSO PERVIO;CARDIOTOMIA;3711;
7470;DOTTO ARTERIOSO PERVIO;CIRCOLAZIONE EXTRACORPOREA AUSILIARIA PER CHIRURGIA A CUORE APERTO;3961;
7470;DOTTO ARTERIOSO PERVIO;CORREZIONE TOTALE DEL TRONCO ARTERIOSO;3583;
7470;DOTTO ARTERIOSO PERVIO;CORREZIONE TOTALE DI COMPLETA ANOMALIA DELLA CONNESSIONE VENOSA POLMONARE;3582;
7470;DOTTO ARTERIOSO PERVIO;CORREZIONE TOTALE DI TETRALOGIA DI FALLOT;3581;
7470;DOTTO ARTERIOSO PERVIO;CORREZIONE TOTALE DI TRASPOSIZIONE DI GRANDE VASO NON CLASSIFICATO ALTROVE;3584;
7470;DOTTO ARTERIOSO PERVIO;CREAZIONE DI CONDOTTO FRA IL VENTRICOLO SINISTRO E L'AORTA;3593;
7470;DOTTO ARTERIOSO PERVIO;CREAZIONE DI CONDOTTO FRA VENTRICOLO DESTRO E ARTERIA POLMONARE;3592;
7470;DOTTO ARTERIOSO PERVIO;CREAZIONE DI DIFETTO SETTALE NEL CUORE;3542;
7470;DOTTO ARTERIOSO PERVIO;INFUNDIBULECTOMIA;3534;
7470;DOTTO ARTERIOSO PERVIO;INSERZIONE DI DUE STENT VASCOLARI;0046;
7470;DOTTO ARTERIOSO PERVIO;INSERZIONE INIZIALE DI ELETTRODI TRANSVENOSI NELL'ATRIO E NEL VENTRICOLO;3772;
7470;DOTTO ARTERIOSO PERVIO;INTERVENTI SU ALTRE STRUTTURE ADIACENTI ALLE VALVOLE DEL CUORE;3539;
7470;DOTTO ARTERIOSO PERVIO;INTERVENTI SULLE TRABECOLE CARNOSE DEL CUORE;3535;
7470;DOTTO ARTERIOSO PERVIO;MASSAGGIO CARDIACO A TORACE APERTO;3791;
7470;DOTTO ARTERIOSO PERVIO;RESEZIONE DELL'AORTA CON ANASTOMOSI;3834;
7470;DOTTO ARTERIOSO PERVIO;RESEZIONE DI ALTRI VASI TORACICI CON ANASTOMOSI;3835;
7470;DOTTO ARTERIOSO PERVIO;RESEZIONE DI ALTRI VASI TORACICI CON SOSTITUZIONE;3845;
7470;DOTTO ARTERIOSO PERVIO;RIPARAZIONE CON PROTESI DI DIFETTO DEI CUSCINETTI ENDOCARDICI;3554;
7470;DOTTO ARTERIOSO PERVIO;RIPARAZIONE CON PROTESI DI DIFETTO DEL SETTO INTERVENTRICOLARE;3553;
7470;DOTTO ARTERIOSO PERVIO;RIPARAZIONE DI DIFETTO DEI CUSCINETTI ENDOCARDICI CON INNESTO TISSUTALE;3563;
7470;DOTTO ARTERIOSO PERVIO;RIPARAZIONE DI DIFETTO DEL SETTO INTERATRIALE CON INNESTO TISSUTALE;3561;
7470;DOTTO ARTERIOSO PERVIO;RIPARAZIONE DI DIFETTO DEL SETTO INTERATRIALE CON PROTESI, TECNICA APERTA;3551;
7470;DOTTO ARTERIOSO PERVIO;RIPARAZIONE DI DIFETTO DEL SETTO INTERATRIALE CON SUTURA DIRETTA;3552;
7470;DOTTO ARTERIOSO PERVIO;RIPARAZIONE DI DIFETTO DEL SETTO INTERVENTRICOLARE CON INNESTO TISSUTALE;3562;
7470;DOTTO ARTERIOSO PERVIO;RIPARAZIONE DI DIFETTO SETTALE NON SPECIFICATO DEL CUORE CON PROTESI;3550;
7470;DOTTO ARTERIOSO PERVIO;RIPARAZIONE DI FISTOLA ARTERIOVENOSA;3953;
7470;DOTTO ARTERIOSO PERVIO;SOSTITUZIONE DI EVENTUALE PACE-MAKER CON APPARECCHIO A CAMERA SINGOLA, FREQUENZA DI RISPOSTA;3786;
7470;DOTTO ARTERIOSO PERVIO;SOSTITUZIONE DI VALVOLA POLMONARE CON BIOPROTESI;3525;
7470;DOTTO ARTERIOSO PERVIO;TRASPOSIZIONE INTERATRIALE DEL RITORNO VENOSO;3591;
7470;DOTTO ARTERIOSO PERVIO;VALVULOPLASTICA A CUORE APERTO DELLA VALVOLA AORTICA SENZA SOSTITUZIONE;3511;
7470;DOTTO ARTERIOSO PERVIO;VALVULOPLASTICA A CUORE APERTO DELLA VALVOLA MITRALE SENZA SOSTITUZIONE;3512;
7470;DOTTO ARTERIOSO PERVIO;VALVULOPLASTICA A CUORE APERTO DELLA VALVOLA POLMONARE SENZA SOSTITUZIONE;3513;
7470;DOTTO ARTERIOSO PERVIO;VALVULOPLASTICA A CUORE APERTO DELLA VALVOLA TRICUSPIDE SENZA SOSTITUZIONE;3514;
7470;DOTTO ARTERIOSO PERVIO;VALVULOPLASTICA A CUORE APERTO SENZA SOSTITUZIONE;351;
7470;DOTTO ARTERIOSO PERVIO;VALVULOPLASTICA PERCUTANEA;3596;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);ALLARGAMENTO DI DIFETTO ESISTENTE DEL SETTO ATRIALE;3541;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);ALTRA ASPORTAZIONE DELL'AORTA, ADDOMINALE;3864;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);ALTRA ASPORTAZIONE DI ALTRI VASI TORACICI;3865;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);ALTRA ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO DEL POLMONE;3229;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);ALTRA OCCLUSIONE CHIRURGICA DI ALTRI VASI TORACICI;3885;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);ALTRI INTERVENTI SUI SETTI DEL CUORE;3598;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);ALTRI INTERVENTI SUI VASI DEL CUORE;3699;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);ALTRI INTERVENTI SULLE VALVOLE DEL CUORE;3599;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);ANASTOMOSI FRA VENTRICOLO, CAVITA' ADDOMINALE E SUOI ORGANI;0234;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);ANGIOPLASTICA O ATERECTOMIA DI VASO NON CORONARICO;3950;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);CARDIOPLEGIA;3963;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);CARDIOTOMIA;3711;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);CIRCOLAZIONE EXTRACORPOREA AUSILIARIA PER CHIRURGIA A CUORE APERTO;3961;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);CORREZIONE TOTALE DI COMPLETA ANOMALIA DELLA CONNESSIONE VENOSA POLMONARE;3582;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);CORREZIONE TOTALE DI TETRALOGIA DI FALLOT;3581;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);CORREZIONE TOTALE DI TRASPOSIZIONE DI GRANDE VASO NON CLASSIFICATO ALTROVE;3584;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);CREAZIONE DI CONDOTTO FRA IL VENTRICOLO SINISTRO E L'AORTA;3593;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);CREAZIONE DI CONDOTTO FRA VENTRICOLO DESTRO E ARTERIA POLMONARE;3592;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);CREAZIONE DI DIFETTO SETTALE NEL CUORE;3542;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);ENDOARTERIECTOMIA DELL'AORTA;3814;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);INCISIONE CARDIACA SAI;3710;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);INCISIONE DEL POLMONE;331;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);INSERZIONE DI DUE STENT VASCOLARI;0046;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);INSERZIONE DI UNO STENT VASCOLARE;0045;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);INTERVENTI SU ALTRE STRUTTURE ADIACENTI ALLE VALVOLE DEL CUORE;3539;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);IPOTERMIA (SISTEMICA) INCIDENTALE PER CHIRURGIA A CUORE APERTO;3962;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);OSSIGENAZIONE EXTRACORPOREA DELLE MEMBRANE (ECMO);3965;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);RESEZIONE DELL'AORTA CON ANASTOMOSI;3834;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);RESEZIONE DI ALTRI VASI TORACICI CON SOSTITUZIONE;3845;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);RIPARAZIONE CON PROTESI DI DIFETTO DEI CUSCINETTI ENDOCARDICI;3554;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);RIPARAZIONE CON PROTESI DI DIFETTO DEL SETTO INTERVENTRICOLARE;3553;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);RIPARAZIONE DI DIFETTO DEL SETTO INTERATRIALE CON PROTESI, TECNICA APERTA;3551;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);RIPARAZIONE DI DIFETTO DEL SETTO INTERATRIALE CON SUTURA DIRETTA;3552;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);RIPARAZIONE DI DIFETTO DEL SETTO INTERVENTRICOLARE CON INNESTO TISSUTALE;3562;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);TORACENTESI;3491;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);VALVULOPLASTICA A CUORE APERTO DELLA VALVOLA AORTICA SENZA SOSTITUZIONE;3511;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);VALVULOPLASTICA A CUORE APERTO DELLA VALVOLA TRICUSPIDE SENZA SOSTITUZIONE;3514;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);VALVULOPLASTICA PERCUTANEA;3596;
74710;COARTAZIONE AORTICA (PREDUTTALE) (POSTDUTTALE);VALVULOTOMIA A CUORE CHIUSO, VALVOLA TRICUSPIDE;3504;
74711;INTERRUZIONE DELL'ARCO AORTICO;ALLARGAMENTO DI DIFETTO ESISTENTE DEL SETTO ATRIALE;3541;
74711;INTERRUZIONE DELL'ARCO AORTICO;ALTRA OCCLUSIONE CHIRURGICA DI ALTRI VASI TORACICI;3885;
74711;INTERRUZIONE DELL'ARCO AORTICO;ALTRA OCCLUSIONE CHIRURGICA DI VASI, SEDE NON SPECIFICATA;3880;
74711;INTERRUZIONE DELL'ARCO AORTICO;ALTRI INTERVENTI SUI VASI DEL CUORE;3699;
74711;INTERRUZIONE DELL'ARCO AORTICO;ANASTOMOSI ARTERIA CAVA E POLMONARE;3921;
74711;INTERRUZIONE DELL'ARCO AORTICO;ANASTOMOSI ARTERIOSO SISTEMICO POLMONARE;390;
74711;INTERRUZIONE DELL'ARCO AORTICO;ANGIOPLASTICA O ATERECTOMIA DI VASO NON CORONARICO;3950;
74711;INTERRUZIONE DELL'ARCO AORTICO;CIRCOLAZIONE EXTRACORPOREA AUSILIARIA PER CHIRURGIA A CUORE APERTO;3961;
74711;INTERRUZIONE DELL'ARCO AORTICO;CREAZIONE DI CONDOTTO FRA ATRIO E ARTERIA POLMONARE;3594;
74711;INTERRUZIONE DELL'ARCO AORTICO;CREAZIONE DI CONDOTTO FRA IL VENTRICOLO SINISTRO E L'AORTA;3593;
74711;INTERRUZIONE DELL'ARCO AORTICO;CREAZIONE DI CONDOTTO FRA VENTRICOLO DESTRO E ARTERIA POLMONARE;3592;
74711;INTERRUZIONE DELL'ARCO AORTICO;INCISIONE DEL POLMONE;331;
74711;INTERRUZIONE DELL'ARCO AORTICO;INSERZIONE DI UNO STENT VASCOLARE;0045;
74711;INTERRUZIONE DELL'ARCO AORTICO;RESEZIONE DELL'AORTA CON ANASTOMOSI;3834;
74711;INTERRUZIONE DELL'ARCO AORTICO;RESEZIONE DI ALTRI VASI TORACICI CON ANASTOMOSI;3835;
74711;INTERRUZIONE DELL'ARCO AORTICO;RESEZIONE DI ALTRI VASI TORACICI CON SOSTITUZIONE;3845;
74711;INTERRUZIONE DELL'ARCO AORTICO;RIPARAZIONE CON PROTESI DI DIFETTO DEL SETTO INTERVENTRICOLARE;3553;
74711;INTERRUZIONE DELL'ARCO AORTICO;RIPARAZIONE DI DIFETTO DEL SETTO INTERATRIALE CON SUTURA DIRETTA;3552;
74711;INTERRUZIONE DELL'ARCO AORTICO;RIPARAZIONE DI VASO SANGUIGNO CON PATCH DI TIPO NON SPECIFICATO;3958;
74711;INTERRUZIONE DELL'ARCO AORTICO;VALVULOPLASTICA A CUORE APERTO DELLA VALVOLA TRICUSPIDE SENZA SOSTITUZIONE;3514;
74711;INTERRUZIONE DELL'ARCO AORTICO;VALVULOPLASTICA PERCUTANEA;3596;
74720;ANOMALIE DELL'AORTA, NON SPECIFICATE;ALLARGAMENTO DI DIFETTO ESISTENTE DEL SETTO ATRIALE;3541;
74720;ANOMALIE DELL'AORTA, NON SPECIFICATE;ALTRA OCCLUSIONE CHIRURGICA DI ALTRI VASI TORACICI;3885;
74720;ANOMALIE DELL'AORTA, NON SPECIFICATE;ALTRE PROCEDURE DIAGNOSTICHE SU CUORE E PERICARDIO;3729;
74720;ANOMALIE DELL'AORTA, NON SPECIFICATE;CARDIOTOMIA;3711;
74720;ANOMALIE DELL'AORTA, NON SPECIFICATE;CIRCOLAZIONE EXTRACORPOREA AUSILIARIA PER CHIRURGIA A CUORE APERTO;3961;
74720;ANOMALIE DELL'AORTA, NON SPECIFICATE;CREAZIONE DI CONDOTTO FRA IL VENTRICOLO SINISTRO E L'AORTA;3593;
74720;ANOMALIE DELL'AORTA, NON SPECIFICATE;INSERZIONE DI STENT SU ARTERIA NON CORONARIA;3990;
74720;ANOMALIE DELL'AORTA, NON SPECIFICATE;RESEZIONE DELL'AORTA CON ANASTOMOSI;3834;
74720;ANOMALIE DELL'AORTA, NON SPECIFICATE;RESEZIONE DI ALTRI VASI TORACICI CON ANASTOMOSI;3835;
74720;ANOMALIE DELL'AORTA, NON SPECIFICATE;RESEZIONE DI ALTRI VASI TORACICI CON SOSTITUZIONE;3845;
74720;ANOMALIE DELL'AORTA, NON SPECIFICATE;RIPARAZIONE CON PROTESI DI DIFETTO DEI CUSCINETTI ENDOCARDICI;3554;
74720;ANOMALIE DELL'AORTA, NON SPECIFICATE;RIPARAZIONE CON PROTESI DI DIFETTO DEL SETTO INTERVENTRICOLARE;3553;
74720;ANOMALIE DELL'AORTA, NON SPECIFICATE;RIPARAZIONE DI DIFETTO DEL SETTO INTERATRIALE CON SUTURA DIRETTA;3552;
74720;ANOMALIE DELL'AORTA, NON SPECIFICATE;VALVULOPLASTICA A CUORE APERTO DELLA VALVOLA POLMONARE SENZA SOSTITUZIONE;3513;
74721;ANOMALIE DELL'ARCO AORTICO;ALLARGAMENTO DI DIFETTO ESISTENTE DEL SETTO ATRIALE;3541;
74721;ANOMALIE DELL'ARCO AORTICO;ALTRA ANASTOMOSI O BYPASS VASCOLARE INTRATORACICO;3923;
74721;ANOMALIE DELL'ARCO AORTICO;ALTRA ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO DEL POLMONE;3229;
74721;ANOMALIE DELL'ARCO AORTICO;ALTRA OCCLUSIONE CHIRURGICA DELL'AORTA, ADDOMINALE;3884;
74721;ANOMALIE DELL'ARCO AORTICO;ALTRA OCCLUSIONE CHIRURGICA DI ALTRI VASI TORACICI;3885;
74721;ANOMALIE DELL'ARCO AORTICO;ANASTOMOSI ARTERIA CAVA E POLMONARE;3921;
74721;ANOMALIE DELL'ARCO AORTICO;ANGIOPLASTICA O ATERECTOMIA DI VASO NON CORONARICO;3950;
74721;ANOMALIE DELL'ARCO AORTICO;CARDIOPLEGIA;3963;
74721;ANOMALIE DELL'ARCO AORTICO;CARDIOTOMIA;3711;
74721;ANOMALIE DELL'ARCO AORTICO;CIRCOLAZIONE EXTRACORPOREA AUSILIARIA PER CHIRURGIA A CUORE APERTO;3961;
74721;ANOMALIE DELL'ARCO AORTICO;CORREZIONE TOTALE DI COMPLETA ANOMALIA DELLA CONNESSIONE VENOSA POLMONARE;3582;
74721;ANOMALIE DELL'ARCO AORTICO;CORREZIONE TOTALE DI TETRALOGIA DI FALLOT;3581;
74721;ANOMALIE DELL'ARCO AORTICO;CORREZIONE TOTALE DI TRASPOSIZIONE DI GRANDE VASO NON CLASSIFICATO ALTROVE;3584;
74721;ANOMALIE DELL'ARCO AORTICO;CREAZIONE DI CONDOTTO FRA IL VENTRICOLO SINISTRO E L'AORTA;3593;
74721;ANOMALIE DELL'ARCO AORTICO;CREAZIONE DI CONDOTTO FRA VENTRICOLO DESTRO E ARTERIA POLMONARE;3592;
74721;ANOMALIE DELL'ARCO AORTICO;CREAZIONE DI DIFETTO SETTALE NEL CUORE;3542;
74721;ANOMALIE DELL'ARCO AORTICO;INCISIONE DEL POLMONE;331;
74721;ANOMALIE DELL'ARCO AORTICO;INCISIONE DI ALTRI VASI TORACICI;3805;
74721;ANOMALIE DELL'ARCO AORTICO;INTERVENTI SULLE TRABECOLE CARNOSE DEL CUORE;3535;
74721;ANOMALIE DELL'ARCO AORTICO;RESEZIONE DELL'AORTA CON ANASTOMOSI;3834;
74721;ANOMALIE DELL'ARCO AORTICO;RESEZIONE DI ALTRI VASI DEL CAPO E COLLO CON ANASTOMOSI;3832;
74721;ANOMALIE DELL'ARCO AORTICO;RESEZIONE DI ALTRI VASI TORACICI CON ANASTOMOSI;3835;
74721;ANOMALIE DELL'ARCO AORTICO;RESEZIONE DI ALTRI VASI TORACICI CON SOSTITUZIONE;3845;
74721;ANOMALIE DELL'ARCO AORTICO;RIPARAZIONE CON PROTESI DI DIFETTO DEI CUSCINETTI ENDOCARDICI;3554;
74721;ANOMALIE DELL'ARCO AORTICO;RIPARAZIONE CON PROTESI DI DIFETTO DEL SETTO INTERVENTRICOLARE;3553;
74721;ANOMALIE DELL'ARCO AORTICO;RIPARAZIONE DI DIFETTO DEL SETTO INTERATRIALE CON PROTESI, TECNICA APERTA;3551;
74721;ANOMALIE DELL'ARCO AORTICO;RIPARAZIONE DI DIFETTO DEL SETTO INTERATRIALE CON SUTURA DIRETTA;3552;
